hex,flight,r,t,alt_baro,lat_rnd,lon_rnd,ICAOTypeCode,Manufacturer,OperatorFlagCode,RegisteredOwners,Type
a5f7fe,N484FM  ,N484FM,F900,ground,34.2,-118.5,F900,Dassault,F900,Alaska Utah Aviation LLC,Falcon 900
aaafad,EJA788  ,N788QS,CL30,ground,34.2,-118.5,CL35,Bombardier,EJA,NetJets,Challenger 350
a9c5e2,N729KF  ,N729KF,GLEX,ground,34.2,-118.5,GL7T,Bombardier,GL7T,KW Flight LLC,Global 7500
a1d807,EDG436  ,N218JE,GLF4,ground,34.2,-118.5,GLF4,Gulfstream Aerospace,EDG,Jet Edge,GIV SP
ac95ba,N91QK   ,N91QK,CL30,ground,34.2,-118.5,CL30,Bombardier,EDG,Jet Edge,Challenger 300
a73dc7,N566FX  ,N566FX,CL30,ground,34.2,-118.5,CL35,Bombardier,LXJ,Flexjet,Challenger 350
aa545e,N765CS  ,N765CS,GLEX,ground,34.2,-118.5,,---,,---,---
a31dc6,EDG151  ,N30JE,GLF4,ground,34.2,-118.5,G300,Gulfstream Aerospace,EDG,Jet Edge,G300
a08114,EDG58   ,N131YF,GLF4,ground,34.2,-118.5,G450,Gulfstream Aerospace,G450,Corporate,G450
ac0564,N874C   ,N874C,GLF4,ground,34.2,-118.5,GLF4,Gulfstream Aerospace,GLF4,Trans-Exec Air Service Inc,GIV SP
adabc1,N980GG  ,N980GG,GLEX,ground,34.2,-118.5,GL6T,Bombardier,GL6T,Lucky Fives LLC,Global 6000
a34522,N31GV   ,N31GV,GLF4,ground,34.2,-118.5,GLF4,Gulfstream Aerospace,GLF4,Craft Charter,GIV
ad5cff,EDG521  ,N960JS,GLF4,ground,34.2,-118.5,G400,Gulfstream Aerospace,EDG,Jet Edge,G400
aba54a,N85D    ,N85D,GLEX,ground,34.2,-118.5,GLEX,Bombardier,GLEX,Sky Velocity Aviation LLC,Global Express
ac952b,WWI91   ,N91JS,GLF4,ground,34.2,-118.5,GLF4,Gulfstream Aerospace,WWI,Worldwide Jet Charter,GIV SP
ada5f8,N979KC  ,N979KC,CL30,ground,34.2,-118.5,CL35,Bombardier,CL35,Kansas City Life Insurance Company,Challenger 350
a60bf3,PEG89   ,N489VR,GLF4,ground,34.2,-118.5,GLF4,Gulfstream Aerospace,PEG,Pegasus Elite Aviation,GIV SP
a88ecd,N650XF  ,N650XF,GLF6,ground,34.2,-118.5,G650,Gulfstream Aerospace,JAS,Jet Aviation Flight Services,G650
aa1ab5,N750GX  ,N750GX,GLEX,ground,34.2,-118.5,,---,,---,---
a1bfcf,N21112  ,N21112,GLF4,ground,34.2,-118.5,G450,Gulfstream Aerospace,KFB,STAjets,G450
ab48aa,WWI82   ,N826RP,GLF4,ground,34.2,-118.5,G300,Gulfstream Aerospace,WWI,Worldwide Jet Charter,G300
a13f96,N18NY   ,N18NY,GLF4,ground,34.2,-118.5,G450,Gulfstream Aerospace,G450,TSTC LLC,G450
4077c4,LNX12MO ,G-FOMO,GLEX,ground,34.2,-118.5,GL6T,Bombardier,LNX,Luxaviation UK,Global 6000
aa95ac,EJA781  ,N781QS,CL30,ground,34.2,-118.5,CL35,Bombardier,EJA,NetJets,Challenger 350
a973a4,N708Q   ,N708Q,CL30,ground,34.2,-118.5,CL35,Bombardier,EDG,Jet Edge,Challenger 350
a6ec95,XOJ545  ,N545XJ,CL30,ground,34.2,-118.5,CL30,Bombardier,XOJ,XO,Challenger 300
a6f7ba,XOJ548  ,N548XJ,CL30,ground,34.2,-118.4,CL30,Bombardier,XOJ,XO,Challenger 300
a0fe42,EJA163  ,N163QS,GLEX,ground,34.2,-118.4,GL6T,Bombardier,EJA,NetJets,Global 6000
ac3dcd,N888ZA  ,N888ZA,F900,ground,34.2,-118.4,F9EX,Dassault,CLY,Clay Lacy Aviation Inc,Falcon 900EX EASy
a91618,JAS685  ,N685DC,FA7X,ground,34.2,-118.4,FA7X,Dassault,JAS,Jet Aviation Flight Services,Falcon 7X
a97d34,MVJ710  ,N710MV,GLF4,ground,34.2,-118.4,GLF4,Gulfstream Aerospace,MVJ,Mira Vista Aviation,GIV SP
ac3f7e,N889CH  ,N889CH,GLF6,ground,34.2,-118.4,G650,Gulfstream Aerospace,PEG,Pegasus Elite Aviation,G650
aaf670,N805WM  ,N805WM,GLEX,ground,34.2,-118.4,GL6T,Bombardier,GL6T,Citigroup Inc,Global 6000
a3f944,XOJ355  ,N355VJ,CL30,ground,34.2,-118.4,,---,,---,---
a2f6d0,XGN290  ,N290PS,GLF4,ground,34.2,-118.4,GLF4,Gulfstream Aerospace,XGN,NexGen Flight Solutions,GIV SP
aa7bfe,N775E   ,N775E,FA7X,ground,34.2,-118.4,FA7X,Dassault,FA7X,Falcon 7X-75 LLC,Falcon 7X
a00529,N100ES  ,N100ES,GLF6,ground,34.2,-118.4,G650,Gulfstream Aerospace,G650,Earth Star Inc,G650 ER
a624a6,KPO495  ,N495WG,GLF4,ground,34.2,-79.7,GLF4,Gulfstream Aerospace,KPO,Wing Aviation Group,GIV
a3f58d,XOJ354  ,N354VJ,CL30,ground,34.3,-83.8,CL35,Bombardier,XOJ,XO,Challenger 350
a327cc,SIS302  ,N302LT,CL30,ground,34.4,-119.9,CL30,Bombardier,SIS,Silver Air,Challenger 300
a95c57,TWY702  ,N702DR,GLEX,ground,34.4,-119.9,GLEX,Bombardier,TWY,Solairus Aviation,Global Express XRS
a2c5b1,TWY180  ,N278RF,F900,ground,34.4,-119.9,F9EX,Dassault,TWY,Solairus Aviation,Falcon 900EX EASy
a13687,JAS61   ,N1777M,GLF6,ground,34.4,-119.9,G650,Gulfstream Aerospace,JAS,Jet Aviation Flight Services,G650 ER
a33a30,EJM37   ,N307JW,CL30,ground,34.4,-119.9,CL30,Bombardier,EJM,Executive Jet Management,Challenger 300
a2012f,N22805  ,N22805,G280,ground,34.4,-119.8,G280,Gulfstream Aerospace,G280,Liqwd Inc,G280
a638ce,TWY50   ,N50NL,FA7X,ground,34.4,-119.8,FA7X,Dassault,TWY,Solairus Aviation,Falcon 7X
aca2be,N913KN  ,N913KN,G280,ground,34.4,-119.8,G280,Gulfstream Aerospace,G280,Black Knight Infoserv LLC,G280
a327cc,SIS302  ,N302LT,CL30,ground,34.4,-119.8,CL30,Bombardier,SIS,Silver Air,Challenger 300
a95c57,TWY702  ,N702DR,GLEX,ground,34.4,-119.8,GLEX,Bombardier,TWY,Solairus Aviation,Global Express XRS
a2c5b1,TWY180  ,N278RF,F900,ground,34.4,-119.8,F9EX,Dassault,TWY,Solairus Aviation,Falcon 900EX EASy
a13687,JAS61   ,N1777M,GLF6,ground,34.4,-119.8,G650,Gulfstream Aerospace,JAS,Jet Aviation Flight Services,G650 ER
a33a30,EJM37   ,N307JW,CL30,ground,34.4,-119.8,CL30,Bombardier,EJM,Executive Jet Management,Challenger 300
a81e4b,EDG622  ,N622GK,GLF4,ground,34.4,-119.8,G450,Gulfstream Aerospace,EDG,Jet Edge,G450
a47e0f,N389PS  ,N389PS,CL30,ground,34.8,-82.3,CL35,Bombardier,CL35,Inner Harbor 100 LLC,Challenger 350
a68cf3,N521DC  ,N521DC,F900,ground,34.9,-82.2,F9DX,Dassault,F9DX,CAS Transportation LLC,Falcon 900DX
ac42fc,N89AA   ,N89AA,F900,ground,34.9,-82.2,F9DX,Dassault,F9DX,FSR Racing LLC,Falcon 900DX
a431f4,N37FE   ,N37FE,CL30,ground,35.0,-90.0,CL30,Bombardier,CL30,FedEx,Challenger 300
a54b6c,N440JG  ,N440JG,CL30,ground,35.0,-90.0,CL35,Bombardier,JTZ,Nicholas Air,Challenger 350
e48ced,PPCFJ   ,PP-CFJ,FA7X,ground,35.0,-90.0,FA7X,Dassault,FA7X,Grande Moinho Cearense SA,Falcon 7X
ad8ca6,00000000,N972SC,CL30,ground,35.0,-90.0,CL35,Bombardier,EJM,Executive Jet Management,Challenger 350
aa8a8e,N779AZ  ,N779AZ,GLF4,ground,35.0,-90.0,G450,Gulfstream Aerospace,G450,Pittco Aviation LLC,G450
ac39e3,N887X   ,N887X,FA7X,ground,35.0,-90.0,FA7X,Dassault,FA7X,International Paper Company,Falcon 7X
a6f04c,XOJ546  ,N546XJ,CL30,ground,35.0,-90.0,CL30,Bombardier,EDG,Jet Edge,Challenger 300
a2d2d1,EJM281  ,N281MM,GLF6,ground,35.0,-85.2,G650,Gulfstream Aerospace,EJM,Executive Jet Management,G650 ER
a88d89,LXJ657  ,N650JG,GLF6,ground,35.0,-85.2,,---,,---,---
aac850,EJA794  ,N794QS,CL30,ground,35.0,-85.2,CL35,Bombardier,EJA,NetJets,Challenger 350
ab502d,N828SK  ,N828SK,CL30,ground,35.0,-85.2,CL30,Bombardier,CL30,Jaztec LLC,Challenger 300
ac82e4,N905MT  ,N905MT,CL30,ground,35.0,-85.2,CL30,Bombardier,CL30,Metaltek Aviation GA LLC,Challenger 300
a431f4,N37FE   ,N37FE,CL30,ground,35.1,-90.0,CL30,Bombardier,CL30,FedEx,Challenger 300
a54b6c,N440JG  ,N440JG,CL30,ground,35.1,-90.0,CL35,Bombardier,JTZ,Nicholas Air,Challenger 350
e48ced,PPCFJ   ,PP-CFJ,FA7X,ground,35.1,-90.0,FA7X,Dassault,FA7X,Grande Moinho Cearense SA,Falcon 7X
ad8ca6,00000000,N972SC,CL30,ground,35.1,-90.0,CL35,Bombardier,EJM,Executive Jet Management,Challenger 350
aa8a8e,N779AZ  ,N779AZ,GLF4,ground,35.1,-90.0,G450,Gulfstream Aerospace,G450,Pittco Aviation LLC,G450
ac39e3,N887X   ,N887X,FA7X,ground,35.1,-90.0,FA7X,Dassault,FA7X,International Paper Company,Falcon 7X
a6f04c,XOJ546  ,N546XJ,CL30,ground,35.1,-90.0,CL30,Bombardier,EDG,Jet Edge,Challenger 300
a2cc24,N28FE   ,N28FE,CL30,ground,35.1,-90.0,CL30,Bombardier,CL30,FedEx,Challenger 300
a9b9f5,N726BF  ,N726BF,GLEX,ground,35.2,-120.6,GLEX,Bombardier,GLEX,ACI Jet,Global Express XRS
a57046,N411R   ,N45FF,FA7X,ground,35.2,-120.6,FA7X,Dassault,FA7X,Leconte LLC,Falcon 7X
acd10b,N925DC  ,N925DC,GLF4,ground,35.2,-81.0,GLF4,Gulfstream Aerospace,GLF4,Avion LLC,GIV SP
a96890,EJA705  ,N705QS,CL30,ground,35.2,-80.9,CL35,Bombardier,EJA,NetJets,Challenger 350
acd10b,N925DC  ,N925DC,GLF4,ground,35.2,-80.9,GLF4,Gulfstream Aerospace,GLF4,Avion LLC,GIV SP
a0dca3,N1549E  ,N1549E,F900,ground,35.2,-80.9,F9EX,Dassault,F9EX,Hudson Takeoff LLC,Falcon 900EX EASy
a950c0,N7KC    ,N7KC,F900,ground,35.2,-80.9,F9EX,Dassault,F9EX,Falcon 200 Inc,Falcon 900EX
a952bc,N70FK   ,N70FK,F900,ground,35.2,-80.9,F9LX,Dassault,PRD,Presidential Aviation,Falcon 900LX
a7fb07,N613MS  ,N613MS,GLF4,ground,35.2,-80.9,GLF4,Gulfstream Aerospace,GLF4,Miller Time Aviation LLC,GIV
a7c769,N600BS  ,N600BS,F900,ground,35.2,-80.9,F9LX,Dassault,F9LX,Sonic Automotive Inc,Falcon 900LX
a9936e,N716MD  ,N716MD,G280,ground,35.4,-97.6,G280,Gulfstream Aerospace,G280,Oklahoma Aviation,G280
a18e0b,HOB1    ,N2HL,CL30,ground,35.4,-97.6,CL35,Bombardier,HOB,Hobby Lobby Stores Inc,Challenger 350
a5cc86,N473CW  ,N473CW,GLF4,ground,35.4,-82.5,GLF4,Gulfstream Aerospace,GLF4,Pentastar Aviation,GIV SP
a72eeb,LXJ562  ,N562FX,CL30,ground,35.4,-82.5,CL35,Bombardier,LXJ,Flexjet,Challenger 350
aa22e6,EJA752  ,N752QS,CL30,ground,35.4,-82.5,CL35,Bombardier,EJA,NetJets,Challenger 350
aa22e6,N752QS  ,N752QS,CL30,ground,35.4,-82.5,CL35,Bombardier,EJA,NetJets,Challenger 350
a2517c,N249AP  ,N249AP,FA50,ground,35.4,-80.7,F5EX,Dassault,F5EX,Falcon 50EX 0281 LLC,Falcon 50EX
ad81a1,EJM200  ,N97DK,CL30,ground,35.4,-80.7,CL30,Bombardier,EJM,Executive Jet Management,Challenger 300
a8dc52,N670GD  ,N670GD,GLF6,ground,35.4,-80.7,,---,,---,---
a9c8b8,N73AF   ,N73AF,GLEX,ground,35.5,-97.6,GLEX,Bombardier,GLEX,American Fidelity Corp,Global Express XRS
a14b9b,RKK28   ,N1828S,F900,ground,35.5,-97.6,F9EX,Dassault,RKK,Stephens Group Inc,Falcon 900EX EASy
a955ab,N700MK  ,N700MK,GLF6,ground,35.5,139.8,G650,Gulfstream Aerospace,JAS,Jet Aviation Flight Services,G650 ER
300575,IXPRA   ,I-XPRA,GLF4,ground,35.5,139.8,,---,,---,---
ab0ec8,N811TM  ,N811TM,GLF6,ground,35.5,139.8,G650,Gulfstream Aerospace,RDX,Toyota Motor Sales USA Inc,G650 ER
ac2ab8,DPJ883  ,N883TW,CL30,ground,35.6,-106.1,CL35,Bombardier,DPJ,Wheels Up Private Jets,Challenger 350
a9ede9,EJA739  ,N739QS,CL30,ground,35.6,-106.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a54a2d,N44VP   ,N44VP,F900,ground,35.6,-106.1,F9EX,Dassault,F9EX,Gable S Corp,Falcon 900EX
aad72c,EJA798  ,N798QS,CL30,ground,35.6,-106.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a7b7fb,LXJ597  ,N597FX,CL30,ground,35.6,-106.1,CL35,Bombardier,LXJ,Flexjet,Challenger 350
ad4521,N954SP  ,N954SP,GLEX,ground,35.6,-106.1,GLEX,Bombardier,CLY,Clay Lacy Aviation Inc,Global Express
a0c87e,N15GT   ,N15GT,CL30,ground,35.6,-106.1,CL30,Bombardier,CL30,Garrett Thornburg,Challenger 300
a955ab,N700MK  ,N700MK,GLF6,ground,35.6,139.8,G650,Gulfstream Aerospace,JAS,Jet Aviation Flight Services,G650 ER
ab0ec8,N811TM  ,N811TM,GLF6,ground,35.6,139.8,G650,Gulfstream Aerospace,RDX,Toyota Motor Sales USA Inc,G650 ER
ac7fc2,N904TS  ,N904TS,GLF4,ground,35.7,-81.4,G450,Gulfstream Aerospace,G450,DSWA LLC,G450
aa5941,EJA766  ,N766QS,CL30,ground,35.8,-84.0,CL35,Bombardier,EJA,NetJets,Challenger 350
abe1ad,N865CS  ,N865CS,F900,ground,35.8,-84.0,F9EX,Dassault,F9EX,Reef Aviation LLC,Falcon 900EX EASy
a7277d,LXJ560  ,N560FX,CL30,ground,35.8,-84.0,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a5861e,N455QS  ,N455QS,GLF4,ground,35.8,-84.0,G450,Gulfstream Aerospace,EJM,Executive Jet Management,G450
a57666,LXJ451  ,N451FX,GLF4,ground,35.8,-84.0,G450,Gulfstream Aerospace,LXJ,Flexjet,G450 LXI
3c450f,AHO712M ,D-AAHO,E35L,ground,35.8,14.5,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650
06a1d1,QQE500  ,A7-CGM,GLF6,ground,35.8,140.4,G650,Gulfstream Aerospace,QQE,Qatar Executive,G650 ER
a82ddd,N626PS  ,N626PS,CL30,ground,35.9,-100.4,CL30,Bombardier,CL30,Westwind Investors Management Company LLC,Challenger 300
add36e,N990JC  ,N990JC,CL30,ground,35.9,-78.8,CL30,Bombardier,CL30,FHI LLC,Challenger 300
ac3cbd,N888ND  ,N888ND,GLF4,ground,35.9,-78.8,G450,Gulfstream Aerospace,G450,NPM Equipment Leasing LLC,G450
aa8a8e,N779AZ  ,N779AZ,GLF4,ground,35.9,-78.8,G450,Gulfstream Aerospace,G450,Pittco Aviation LLC,G450
a32150,N300WK  ,N300WK,CL30,ground,35.9,-78.8,CL30,Bombardier,CL30,Flightgest Aviation,Challenger 300
a2e10c,        ,N285FA,G280,ground,35.9,-78.8,G280,Gulfstream Aerospace,EJM,Executive Jet Management,G280
3c450f,AHO712M ,D-AAHO,E35L,ground,35.9,14.5,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650
adf52f,N999MK  ,N999MK,FA50,ground,36.0,-115.1,FA50,Dassault,FA50,999MK LLC,Falcon 50
acd854,N927BR  ,N927BR,F900,ground,36.0,-115.1,F900,Dassault,F900,Fur Management & Consulting LLC,Falcon 900 C
a81e4b,EDG622  ,N622GK,GLF4,ground,36.0,-115.1,G450,Gulfstream Aerospace,EDG,Jet Edge,G450
ad5a5c,EDG96   ,N96FT,G280,ground,36.0,-115.1,G280,Gulfstream Aerospace,EDG,Jet Edge,G280
a32010,N300HQ  ,N300HQ,CL30,ground,36.0,-115.1,CL30,Bombardier,CL30,Comerica Leasing,Challenger 300
a15eea,N188FJ  ,N188FJ,FA50,ground,36.0,-115.1,FA50,Dassault,FA50,RAviation 2 LLC,Falcon 50
ab2737,N818BK  ,N818BK,GLF4,ground,36.0,-115.1,G450,Gulfstream Aerospace,G450,In Flight Leasing Group LLC,G450
a69210,DCM6757 ,N522TL,F900,ground,36.0,-94.2,F900,Dassault,F900,Century Aviation,Falcon 900 B
a7f2a2,VTE611  ,N611BV,E35L,ground,36.0,-86.5,E35L,Embraer,VTE,Contour Aviation,Legacy 600
a7bfb0,N599JT  ,N599JT,CL30,ground,36.0,-86.5,CL35,Bombardier,VTE,Contour Aviation,Challenger 350
a2668d,00000000,N254CA,GLF4,ground,36.1,-115.2,GLF4,Gulfstream Aerospace,GLF4,WSPSL LLC,GIV
a88e65,EDG65   ,N650TB,E35L,ground,36.1,-115.2,E35L,Embraer,EDG,Jet Edge,Legacy 650
a586aa,KPO455  ,N455WG,GLF4,ground,36.1,-115.2,GLF4,Gulfstream Aerospace,KPO,Wing Aviation Group,GIV SP
a6a739,LXJ528  ,N528FX,CL30,ground,36.1,-115.2,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a2cbf0,N28DC   ,N28DC,F900,ground,36.1,-115.2,F900,Dassault,TEX,Freedom Jets,Falcon 900 B
a2e243,N285TM  ,N285TM,G280,ground,36.1,-115.2,G280,Gulfstream Aerospace,G280,EMC Corp,G280
a6f7ba,XOJ548  ,N548XJ,CL30,ground,36.1,-115.2,CL30,Bombardier,XOJ,XO,Challenger 300
a6b86e,LXJ532  ,N532FX,CL30,ground,36.1,-115.2,CL30,Bombardier,LXJ,Flexjet,Challenger 300
aaabf6,EJA787  ,N787QS,CL30,ground,36.1,-115.2,CL35,Bombardier,EJA,NetJets,Challenger 350
ac7169,N900YY  ,N900YY,F900,ground,36.1,-115.2,F900,Dassault,F900,BBPS Aviation LLC,Falcon 900 B
a66530,TBL1    ,N511AK,GLF4,ground,36.1,-115.2,,---,,---,---
a04838,N117WR  ,N117WR,GLF4,ground,36.1,-115.2,G350,Gulfstream Aerospace,G350,Whiskey Romeo Owner LLC,G350
ac6c2c,N9TJ    ,N9TJ,GLEX,ground,36.1,-115.2,GL6T,Bombardier,GL6T,Execjet II LLC,Global 6000
ad8539,N970SD  ,N970SD,F900,ground,36.1,-115.2,F9EX,Dassault,F9EX,Cirrus Aviation,Falcon 900EX EASy
aa6876,N77UF   ,N77UF,GLEX,ground,36.1,-115.2,GLEX,Bombardier,GLEX,F & L Aviation LLC,Global Express XRS
ac82e4,N905MT  ,N905MT,CL30,ground,36.1,-115.2,CL30,Bombardier,CL30,Metaltek Aviation GA LLC,Challenger 300
a576c4,WWI111  ,N451KR,GLF4,ground,36.1,-115.2,GLF4,Gulfstream Aerospace,WWI,Worldwide Jet Charter,GIV SP
a093bd,LXJ1361 ,N136ZC,GLF6,ground,36.1,-115.2,G650,Gulfstream Aerospace,LXJ,Flexjet,G650
aa26b3,N753RP  ,N753RP,CL30,ground,36.1,-115.2,CL30,Bombardier,CL30,Cirrus Aviation,Challenger 300
a0fe42,EJA163  ,N163QS,GLEX,ground,36.1,-115.2,GL6T,Bombardier,EJA,NetJets,Global 6000
adf413,KFB999  ,N999AA,GLF4,ground,36.1,-115.2,GLF4,Gulfstream Aerospace,KFB,STAjets,GIV SP
a95c57,TWY702  ,N702DR,GLEX,ground,36.1,-115.2,GLEX,Bombardier,TWY,Solairus Aviation,Global Express XRS
a9848a,TWY21   ,N712LW,GLF4,ground,36.1,-115.2,G400,Gulfstream Aerospace,TWY,Solairus Aviation,G400
aa69f9,70KS70KS,N770KS,GLF4,ground,36.1,-115.2,GLF4,Gulfstream Aerospace,EDG,Jet Edge,GIV
aa1f2f,EJA751  ,N751QS,CL30,ground,36.1,-115.2,CL35,Bombardier,EJA,NetJets,Challenger 350
aa7532,N773LM  ,N773LM,GLF4,ground,36.1,-115.2,G450,Gulfstream Aerospace,SBE,World Class Jets,G450
a0765e,00000000,N129NS,GLF4,ground,36.1,-115.2,GLF4,Gulfstream Aerospace,GLF4,Alliance Aviation Group LLC,GIV SP
a0765e,GJE1209 ,N129NS,GLF4,ground,36.1,-115.2,GLF4,Gulfstream Aerospace,GLF4,Alliance Aviation Group LLC,GIV SP
491d85,NJE330L ,CS-GLE,GLEX,ground,36.1,-115.2,GL6T,Bombardier,NJE,NetJets Europe,Global 6000
491d85,NJE6L0L ,CS-GLE,GLEX,ground,36.1,-115.2,GL6T,Bombardier,NJE,NetJets Europe,Global 6000
491d85,NJE6PM  ,CS-GLE,GLEX,ground,36.1,-115.2,GL6T,Bombardier,NJE,NetJets Europe,Global 6000
a5a654,N463SD  ,N463SD,G280,ground,36.1,-115.2,G280,Gulfstream Aerospace,G280,DuPage Aerospace Corp,G280
a7ac76,N594CA  ,N594CA,CL30,ground,36.1,-115.2,CL30,Bombardier,CL30,Delta Aviation LLC,Challenger 300
a7ac76,00000000,N594CA,CL30,ground,36.1,-115.2,CL30,Bombardier,CL30,Delta Aviation LLC,Challenger 300
0c414f,HI1025  ,HI1025,GLF4,ground,36.1,-115.2,G400,Gulfstream Aerospace,G400,Helidosa Aviation Group SA,G400
ac3bd0,EJM88   ,N888CS,GLF4,ground,36.1,-115.2,GLF4,Gulfstream Aerospace,WWI,Worldwide Jet Charter,GIV SP
a7c076,KPO599  ,N599SR,GLEX,ground,36.1,-115.2,GLEX,Bombardier,KPO,Wing Aviation Group,Global Express
aaa0d1,EJA784  ,N784QS,CL30,ground,36.1,-115.2,CL35,Bombardier,EJA,NetJets,Challenger 350
a9a862,N721MM  ,N721MM,GLF6,ground,36.1,-115.2,G650,Gulfstream Aerospace,G650,Mandalay Resort Group LLC,G650 ER
a88cec,JCY650  ,N650C,GLF6,ground,36.1,-115.2,G650,Gulfstream Aerospace,JCY,Aerius Management,G650 ER
a9a7c6,N721FF  ,N721FF,GLEX,ground,36.1,-115.2,GLEX,Bombardier,GLEX,FE Aviation II LLC,Global Express XRS
a2cfb0,N280TM  ,N280TM,G280,ground,36.1,-115.2,G280,Gulfstream Aerospace,G280,EMC Corp,G280
a3a19f,N333GW  ,N333GW,GLF6,ground,36.1,-115.2,G650,Gulfstream Aerospace,SJM,Sino Jet Management,G650 ER
a2668d,00000000,N254CA,GLF4,ground,36.1,-115.1,GLF4,Gulfstream Aerospace,GLF4,WSPSL LLC,GIV
a6f7ba,XOJ548  ,N548XJ,CL30,ground,36.1,-115.1,CL30,Bombardier,XOJ,XO,Challenger 300
ad8539,N970SD  ,N970SD,F900,ground,36.1,-115.1,F9EX,Dassault,F9EX,Cirrus Aviation,Falcon 900EX EASy
a0fe42,EJA163  ,N163QS,GLEX,ground,36.1,-115.1,GL6T,Bombardier,EJA,NetJets,Global 6000
aaa0d1,EJA784  ,N784QS,CL30,ground,36.1,-115.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a9a7c6,N721FF  ,N721FF,GLEX,ground,36.1,-115.1,GLEX,Bombardier,GLEX,FE Aviation II LLC,Global Express XRS
a2cfb0,N280TM  ,N280TM,G280,ground,36.1,-115.1,G280,Gulfstream Aerospace,G280,EMC Corp,G280
a1c8ed,0N214FT ,N214FT,FA50,ground,36.1,-86.7,F5EX,Dassault,F5EX,Mikes Airplane Rentals,Falcon 50EX
ab394e,N822LL  ,N822LL,CL30,ground,36.1,-86.7,CL35,Bombardier,ELZ,Elite Air,Challenger 350
a635da,KPO5    ,N5GF,GLF4,ground,36.1,-86.7,GLF4,Gulfstream Aerospace,KPO,Wing Aviation Group,GIV SP
ac85b4,N615FJ  ,N906CM,F900,ground,36.1,-86.7,,---,,---,---
ab43cb,N825DT  ,N825DT,CL30,ground,36.1,-86.7,,---,,---,---
a81ed7,JTZ622  ,N622N,CL30,ground,36.1,-86.7,CL30,Bombardier,JTZ,Nicholas Air,Challenger 300
a6a739,LXJ528  ,N528FX,CL30,ground,36.1,-86.7,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a64cd3,N505DE  ,N505DE,FA50,ground,36.1,-86.7,F5EX,Dassault,F5EX,Paul T Marinelli Trustee,Falcon 50EX
a2cc24,N28FE   ,N28FE,CL30,ground,36.1,-86.7,CL30,Bombardier,CL30,FedEx,Challenger 300
a950c0,N7KC    ,N7KC,F900,ground,36.1,-86.7,F9EX,Dassault,F9EX,Falcon 200 Inc,Falcon 900EX
a3a44a,5633    ,N3337J,CL30,ground,36.1,-86.7,CL30,Bombardier,FWK,FlightWorks Inc,Challenger 300
a0b18e,N144AB  ,N144AB,GLF4,ground,36.1,-86.7,GLF4,Gulfstream Aerospace,JPT,Prime Jet,GIV
a37d30,N324AD  ,N324AD,F900,ground,36.1,-86.7,F900,Dassault,F900,Alpha Delta Aviation LLC,Falcon 900
ada9e6,N98MH   ,N98MH,F900,ground,36.1,-86.7,F9EX,Dassault,F9EX,MH Air LLC,Falcon 900EX
a3db5a,SDU1348 ,N348DJ,GLF4,ground,36.1,-86.7,GLF4,Gulfstream Aerospace,SDU,Dumont Aviation,GIV SP
a620a4,CJE494  ,N494TG,E35L,ground,36.1,-86.7,E35L,Embraer,CJE,Custom Jet Charters LLC,Legacy 600
a6aaf0,LXJ529  ,N529FX,CL30,ground,36.1,-86.7,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a6617c,TWY510  ,N510AN,FA7X,ground,36.1,-86.7,FA7X,Dassault,TWY,Solairus Aviation,Falcon 7X
a7a568,LXJ592  ,N592FX,CL30,ground,36.1,-86.7,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a95633,N700SW  ,N700SW,F900,ground,36.1,-86.7,F9EX,Dassault,F9EX,Safeway Leasing Inc,Falcon 900EX EASy
a3f1d6,XOJ353  ,N353VJ,CL30,ground,36.1,-79.9,CL35,Bombardier,XOJ,XO,Challenger 350
a6b4b7,LXJ531  ,N531FX,CL30,ground,36.1,-79.9,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a0228f,N108BK  ,N108BK,FA50,ground,36.2,-115.2,FA50,Dassault,FA50,Kent Aviation LLC,Falcon 50
a7bfb0,N599JT  ,N599JT,CL30,ground,36.2,-86.9,CL35,Bombardier,VTE,Contour Aviation,Challenger 350
aa882e,EJA778  ,N778QS,CL30,ground,36.2,-86.9,CL35,Bombardier,EJA,NetJets,Challenger 350
ac8a7a,N907PH  ,N907PH,GLEX,ground,36.2,-86.9,GLEX,Bombardier,GLEX,Shore Capital Aviation LLC,Global Express XRS
a97088,KPO707  ,N707WE,GLF4,ground,36.3,-119.4,GLF4,Gulfstream Aerospace,KPO,Wing Aviation Group,GIV SP
a95262,N70BV   ,N70BV,CL30,ground,36.5,-82.4,CL35,Bombardier,CL35,Tabletop LLC,Challenger 350
a2d93a,LJY711  ,N283BA,G280,ground,36.5,-82.4,G280,Gulfstream Aerospace,LJY,L J Aviation,G280
a96c47,EJA706  ,N706QS,CL30,ground,36.6,-121.9,CL35,Bombardier,EJA,NetJets,Challenger 350
